电影名,评价,label,短评,上映年份,评分,评价人数,导演,编剧,主演,类型,制片国家/地区,语言,上映日期,片长
哈利·波特与死亡圣器(下),力荐,1.0,哈利波特这个系列我看过书的没看过电影看过电影的没看过书一不小心从哈利波特小说第一部看到电影版最后一部，哈利波特电影里这部最棒从头high到尾跌宕起伏不像之前的某些看的我昏昏欲睡。福地魔很帅气呢举手投足颇像谢耳朵斯内噗帅到爆啊帅到爆啊。片子是在姑娘们的啜泣声中看完的一个完美的句号。,2011,9.0,818543,大卫·叶茨,史蒂夫·克洛夫斯 / J. K. 罗琳,丹尼尔·雷德克里夫 / 艾玛·沃森 / 鲁伯特·格林特 / 海伦娜·伯翰·卡特 / 拉尔夫·费因斯 / 艾伦·瑞克曼 / 玛吉·史密斯 / 汤姆·费尔顿 / 邦妮·怀特 / 朱丽·沃特斯 / 迈克尔·刚本 / 伊文娜·林奇 / 多姆纳尔·格里森 / 克蕾曼丝·波西 / 詹森·艾萨克 / 海伦·麦克洛瑞 / 马修·刘易斯 / 梁佩诗 / 约翰·赫特 / 大卫·休里斯 / 加里·奥德曼 / 吉姆·布劳德本特 / 艾玛·汤普森 / 娜塔丽·特纳 / 蒂莫西·斯波 / 大卫·布拉德利 / 罗彼·考特拉尼 / 凯莉·麦克唐纳 / 塞伦·希德,奇幻 / 冒险,美国 / 英国,英语,2011-08-04(中国大陆) / 2011-07-15(美国),130分钟
哈利·波特与死亡圣器(下),力荐,1.0,每一个镜头都可以成为精美剧照，音乐宏大到极致。最后红色火车轰隆隆远去，标志一个时代过去了。愿今天同看的你们十年后仍陪伴在我身边，我的朋友。,2011,9.0,818543,大卫·叶茨,史蒂夫·克洛夫斯 / J. K. 罗琳,丹尼尔·雷德克里夫 / 艾玛·沃森 / 鲁伯特·格林特 / 海伦娜·伯翰·卡特 / 拉尔夫·费因斯 / 艾伦·瑞克曼 / 玛吉·史密斯 / 汤姆·费尔顿 / 邦妮·怀特 / 朱丽·沃特斯 / 迈克尔·刚本 / 伊文娜·林奇 / 多姆纳尔·格里森 / 克蕾曼丝·波西 / 詹森·艾萨克 / 海伦·麦克洛瑞 / 马修·刘易斯 / 梁佩诗 / 约翰·赫特 / 大卫·休里斯 / 加里·奥德曼 / 吉姆·布劳德本特 / 艾玛·汤普森 / 娜塔丽·特纳 / 蒂莫西·斯波 / 大卫·布拉德利 / 罗彼·考特拉尼 / 凯莉·麦克唐纳 / 塞伦·希德,奇幻 / 冒险,美国 / 英国,英语,2011-08-04(中国大陆) / 2011-07-15(美国),130分钟
哈利·波特与死亡圣器(下),力荐,1.0,【鸣】【理性-4星，感性-5星】【此去经年，哈利再见℃a】强烈要求拍Snape外传吖~~~这个男人不动声色的爱情实在是太感人了吖~~~选老公就要选这样的吖~~~爱上一个人就是一辈子，默默地守护住她的幸福，哪怕，她的心另有所属~~~,2011,9.0,818543,大卫·叶茨,史蒂夫·克洛夫斯 / J. K. 罗琳,丹尼尔·雷德克里夫 / 艾玛·沃森 / 鲁伯特·格林特 / 海伦娜·伯翰·卡特 / 拉尔夫·费因斯 / 艾伦·瑞克曼 / 玛吉·史密斯 / 汤姆·费尔顿 / 邦妮·怀特 / 朱丽·沃特斯 / 迈克尔·刚本 / 伊文娜·林奇 / 多姆纳尔·格里森 / 克蕾曼丝·波西 / 詹森·艾萨克 / 海伦·麦克洛瑞 / 马修·刘易斯 / 梁佩诗 / 约翰·赫特 / 大卫·休里斯 / 加里·奥德曼 / 吉姆·布劳德本特 / 艾玛·汤普森 / 娜塔丽·特纳 / 蒂莫西·斯波 / 大卫·布拉德利 / 罗彼·考特拉尼 / 凯莉·麦克唐纳 / 塞伦·希德,奇幻 / 冒险,美国 / 英国,英语,2011-08-04(中国大陆) / 2011-07-15(美国),130分钟
哈利·波特与死亡圣器(下),力荐,1.0,当片头音乐响起时，我不敢相信快结束了。感谢你们，让我有个魔幻的童年，可惜电影只能有2个多钟头，多希望能看久一点，斯内普曾经让我咬牙的人，原来你才是最深情，阿不思·西弗勒斯·波特，戳中泪点。没有魔法的童年不完整，感谢罗琳。再见了，霍格沃兹。BTW纳威真的帅了好多，马尔福永远那么美,2011,9.0,818543,大卫·叶茨,史蒂夫·克洛夫斯 / J. K. 罗琳,丹尼尔·雷德克里夫 / 艾玛·沃森 / 鲁伯特·格林特 / 海伦娜·伯翰·卡特 / 拉尔夫·费因斯 / 艾伦·瑞克曼 / 玛吉·史密斯 / 汤姆·费尔顿 / 邦妮·怀特 / 朱丽·沃特斯 / 迈克尔·刚本 / 伊文娜·林奇 / 多姆纳尔·格里森 / 克蕾曼丝·波西 / 詹森·艾萨克 / 海伦·麦克洛瑞 / 马修·刘易斯 / 梁佩诗 / 约翰·赫特 / 大卫·休里斯 / 加里·奥德曼 / 吉姆·布劳德本特 / 艾玛·汤普森 / 娜塔丽·特纳 / 蒂莫西·斯波 / 大卫·布拉德利 / 罗彼·考特拉尼 / 凯莉·麦克唐纳 / 塞伦·希德,奇幻 / 冒险,美国 / 英国,英语,2011-08-04(中国大陆) / 2011-07-15(美国),130分钟
哈利·波特与死亡圣器(下),力荐,1.0,10年的结束.就算yates你叙事能力那么差劲我也只能给5星。对于没看过原著的人来说，纳威真的好出彩阿！！,2011,9.0,818543,大卫·叶茨,史蒂夫·克洛夫斯 / J. K. 罗琳,丹尼尔·雷德克里夫 / 艾玛·沃森 / 鲁伯特·格林特 / 海伦娜·伯翰·卡特 / 拉尔夫·费因斯 / 艾伦·瑞克曼 / 玛吉·史密斯 / 汤姆·费尔顿 / 邦妮·怀特 / 朱丽·沃特斯 / 迈克尔·刚本 / 伊文娜·林奇 / 多姆纳尔·格里森 / 克蕾曼丝·波西 / 詹森·艾萨克 / 海伦·麦克洛瑞 / 马修·刘易斯 / 梁佩诗 / 约翰·赫特 / 大卫·休里斯 / 加里·奥德曼 / 吉姆·布劳德本特 / 艾玛·汤普森 / 娜塔丽·特纳 / 蒂莫西·斯波 / 大卫·布拉德利 / 罗彼·考特拉尼 / 凯莉·麦克唐纳 / 塞伦·希德,奇幻 / 冒险,美国 / 英国,英语,2011-08-04(中国大陆) / 2011-07-15(美国),130分钟
哈利·波特与死亡圣器(下),力荐,1.0,无视各种正太罗莉仅向老人们致敬：深度毁容的Ralph叔，无比催泪的Alan叔，老得让人心疼的麦格老师(一定要把唐顿庄园演完亚!)，越来越苍白的哥特姐，超越了神的老校长，以及，仅出现了两秒钟的艾玛汤普森阿姨……你们才是HP的灵魂亚！！！,2011,9.0,818543,大卫·叶茨,史蒂夫·克洛夫斯 / J. K. 罗琳,丹尼尔·雷德克里夫 / 艾玛·沃森 / 鲁伯特·格林特 / 海伦娜·伯翰·卡特 / 拉尔夫·费因斯 / 艾伦·瑞克曼 / 玛吉·史密斯 / 汤姆·费尔顿 / 邦妮·怀特 / 朱丽·沃特斯 / 迈克尔·刚本 / 伊文娜·林奇 / 多姆纳尔·格里森 / 克蕾曼丝·波西 / 詹森·艾萨克 / 海伦·麦克洛瑞 / 马修·刘易斯 / 梁佩诗 / 约翰·赫特 / 大卫·休里斯 / 加里·奥德曼 / 吉姆·布劳德本特 / 艾玛·汤普森 / 娜塔丽·特纳 / 蒂莫西·斯波 / 大卫·布拉德利 / 罗彼·考特拉尼 / 凯莉·麦克唐纳 / 塞伦·希德,奇幻 / 冒险,美国 / 英国,英语,2011-08-04(中国大陆) / 2011-07-15(美国),130分钟
哈利·波特与死亡圣器(下),力荐,1.0,do u still love harry potter???   Always....   期待我的HAPPY ENDING,2011,9.0,818543,大卫·叶茨,史蒂夫·克洛夫斯 / J. K. 罗琳,丹尼尔·雷德克里夫 / 艾玛·沃森 / 鲁伯特·格林特 / 海伦娜·伯翰·卡特 / 拉尔夫·费因斯 / 艾伦·瑞克曼 / 玛吉·史密斯 / 汤姆·费尔顿 / 邦妮·怀特 / 朱丽·沃特斯 / 迈克尔·刚本 / 伊文娜·林奇 / 多姆纳尔·格里森 / 克蕾曼丝·波西 / 詹森·艾萨克 / 海伦·麦克洛瑞 / 马修·刘易斯 / 梁佩诗 / 约翰·赫特 / 大卫·休里斯 / 加里·奥德曼 / 吉姆·布劳德本特 / 艾玛·汤普森 / 娜塔丽·特纳 / 蒂莫西·斯波 / 大卫·布拉德利 / 罗彼·考特拉尼 / 凯莉·麦克唐纳 / 塞伦·希德,奇幻 / 冒险,美国 / 英国,英语,2011-08-04(中国大陆) / 2011-07-15(美国),130分钟
哈利·波特与死亡圣器(下),力荐,1.0,伏地魔才是最大受害者啊！,2011,9.0,818543,大卫·叶茨,史蒂夫·克洛夫斯 / J. K. 罗琳,丹尼尔·雷德克里夫 / 艾玛·沃森 / 鲁伯特·格林特 / 海伦娜·伯翰·卡特 / 拉尔夫·费因斯 / 艾伦·瑞克曼 / 玛吉·史密斯 / 汤姆·费尔顿 / 邦妮·怀特 / 朱丽·沃特斯 / 迈克尔·刚本 / 伊文娜·林奇 / 多姆纳尔·格里森 / 克蕾曼丝·波西 / 詹森·艾萨克 / 海伦·麦克洛瑞 / 马修·刘易斯 / 梁佩诗 / 约翰·赫特 / 大卫·休里斯 / 加里·奥德曼 / 吉姆·布劳德本特 / 艾玛·汤普森 / 娜塔丽·特纳 / 蒂莫西·斯波 / 大卫·布拉德利 / 罗彼·考特拉尼 / 凯莉·麦克唐纳 / 塞伦·希德,奇幻 / 冒险,美国 / 英国,英语,2011-08-04(中国大陆) / 2011-07-15(美国),130分钟
哈利·波特与死亡圣器(下),力荐,1.0,依稀记得初中时第一次翻开小说的情景，场景转换间竟已相伴十年，终于在十年后，书中对饮的人已走尽，相逢的人已离开。幸而在那个魔法世界中依然看到自己当年的热血，在年少时光经历如此的冒险。再见，哈利波特，在今天，那最后的一次振羽，终于抖落了记忆中一代人的尘埃。带走一个如此刻骨铭心的时代。,2011,9.0,818543,大卫·叶茨,史蒂夫·克洛夫斯 / J. K. 罗琳,丹尼尔·雷德克里夫 / 艾玛·沃森 / 鲁伯特·格林特 / 海伦娜·伯翰·卡特 / 拉尔夫·费因斯 / 艾伦·瑞克曼 / 玛吉·史密斯 / 汤姆·费尔顿 / 邦妮·怀特 / 朱丽·沃特斯 / 迈克尔·刚本 / 伊文娜·林奇 / 多姆纳尔·格里森 / 克蕾曼丝·波西 / 詹森·艾萨克 / 海伦·麦克洛瑞 / 马修·刘易斯 / 梁佩诗 / 约翰·赫特 / 大卫·休里斯 / 加里·奥德曼 / 吉姆·布劳德本特 / 艾玛·汤普森 / 娜塔丽·特纳 / 蒂莫西·斯波 / 大卫·布拉德利 / 罗彼·考特拉尼 / 凯莉·麦克唐纳 / 塞伦·希德,奇幻 / 冒险,美国 / 英国,英语,2011-08-04(中国大陆) / 2011-07-15(美国),130分钟
哈利·波特与死亡圣器(下),力荐,1.0,#系列剧补完计划#开始补小说。最后一幕化妆师真偏心，就给赫敏添了两个浅浅的眼袋，ron都能演她爹了。2001年时估计也没想到emma会出落成这么一个颜无敌的妹子，虽然她现在越来越娘T。导演真是金妮一生黑。,2011,9.0,818543,大卫·叶茨,史蒂夫·克洛夫斯 / J. K. 罗琳,丹尼尔·雷德克里夫 / 艾玛·沃森 / 鲁伯特·格林特 / 海伦娜·伯翰·卡特 / 拉尔夫·费因斯 / 艾伦·瑞克曼 / 玛吉·史密斯 / 汤姆·费尔顿 / 邦妮·怀特 / 朱丽·沃特斯 / 迈克尔·刚本 / 伊文娜·林奇 / 多姆纳尔·格里森 / 克蕾曼丝·波西 / 詹森·艾萨克 / 海伦·麦克洛瑞 / 马修·刘易斯 / 梁佩诗 / 约翰·赫特 / 大卫·休里斯 / 加里·奥德曼 / 吉姆·布劳德本特 / 艾玛·汤普森 / 娜塔丽·特纳 / 蒂莫西·斯波 / 大卫·布拉德利 / 罗彼·考特拉尼 / 凯莉·麦克唐纳 / 塞伦·希德,奇幻 / 冒险,美国 / 英国,英语,2011-08-04(中国大陆) / 2011-07-15(美国),130分钟
哈利·波特与死亡圣器(下),力荐,1.0,"算是忠于原著的了。
是我的私心么，觉得给斯内普的戏份太少。
面对邓布利多的PLEASE，而无奈的举起魔杖；
面对这那一模一样的眼眸，而默默的承受愤怒；
面对从未变过的呼神护卫，而始终如一的情感。
一句LOOK AT ME,一滴泪水
幻化成的""ALWAYS""",2011,9.0,818543,大卫·叶茨,史蒂夫·克洛夫斯 / J. K. 罗琳,丹尼尔·雷德克里夫 / 艾玛·沃森 / 鲁伯特·格林特 / 海伦娜·伯翰·卡特 / 拉尔夫·费因斯 / 艾伦·瑞克曼 / 玛吉·史密斯 / 汤姆·费尔顿 / 邦妮·怀特 / 朱丽·沃特斯 / 迈克尔·刚本 / 伊文娜·林奇 / 多姆纳尔·格里森 / 克蕾曼丝·波西 / 詹森·艾萨克 / 海伦·麦克洛瑞 / 马修·刘易斯 / 梁佩诗 / 约翰·赫特 / 大卫·休里斯 / 加里·奥德曼 / 吉姆·布劳德本特 / 艾玛·汤普森 / 娜塔丽·特纳 / 蒂莫西·斯波 / 大卫·布拉德利 / 罗彼·考特拉尼 / 凯莉·麦克唐纳 / 塞伦·希德,奇幻 / 冒险,美国 / 英国,英语,2011-08-04(中国大陆) / 2011-07-15(美国),130分钟
哈利·波特与死亡圣器(下),力荐,1.0,"Time to say,Good-bye. No.8320
Encore une fois avec Egg,le 5, à 5 etages.",2011,9.0,818543,大卫·叶茨,史蒂夫·克洛夫斯 / J. K. 罗琳,丹尼尔·雷德克里夫 / 艾玛·沃森 / 鲁伯特·格林特 / 海伦娜·伯翰·卡特 / 拉尔夫·费因斯 / 艾伦·瑞克曼 / 玛吉·史密斯 / 汤姆·费尔顿 / 邦妮·怀特 / 朱丽·沃特斯 / 迈克尔·刚本 / 伊文娜·林奇 / 多姆纳尔·格里森 / 克蕾曼丝·波西 / 詹森·艾萨克 / 海伦·麦克洛瑞 / 马修·刘易斯 / 梁佩诗 / 约翰·赫特 / 大卫·休里斯 / 加里·奥德曼 / 吉姆·布劳德本特 / 艾玛·汤普森 / 娜塔丽·特纳 / 蒂莫西·斯波 / 大卫·布拉德利 / 罗彼·考特拉尼 / 凯莉·麦克唐纳 / 塞伦·希德,奇幻 / 冒险,美国 / 英国,英语,2011-08-04(中国大陆) / 2011-07-15(美国),130分钟
布达佩斯大饭店,力荐,1.0,流光溢彩的精致画面，如坐过山车般呼啸生风的节奏，夸张的肢体语言竟然有向“摩登时代”致敬的意味。看这样的电影就像做梦，就像面对五颜六色、充满奇思幻想的糖果，让人忍不住舔了又舔。如果有天韦斯·安德森返老还童，我想我也丝毫不会奇怪！,2014,8.9,917075,韦斯·安德森,韦斯·安德森 / 雨果·吉尼斯 / 斯蒂芬·茨威格,拉尔夫·费因斯 / 托尼·雷沃罗利 / 艾德里安·布洛迪 / 威廉·达福 / 裘德·洛 / 爱德华·诺顿 / 西尔莎·罗南 / 蒂尔达·斯文顿 / 比尔·默瑞 / 蕾雅·赛杜 / 欧文·威尔逊 / 詹森·舒瓦兹曼 / 马修·阿马立克 / F·默里·亚伯拉罕 / 汤姆·威尔金森 / 杰夫·高布伦 / 哈威·凯特尔,剧情 / 喜剧 / 冒险,www.grandbudapesthotel.com,美国 / 德国 / 英国,英语 / 法语 / 德语,2014-02-06(柏林电影节) / 2014-03-28(美国)
布达佩斯大饭店,力荐,1.0,"太特别了，四重叙事空间，大量4:3的景框画幅，如同翻书一般的观感，书里插图是糖果配色加对称构图，像童话又像油画，引起强烈舒适。
节奏快又不失优雅的从容，就像古斯塔沃的逃亡之旅，该死的仪式感不能少，该喷的香水不能漏，该吟的诗也不能忘，实在没时间了也要记得下次接上。
这样幽默荒诞的外壳却包裹着一个痛苦严肃的故事。
喜剧的内核是悲剧，最后的结局是消亡与孤独。
我对这迷人的破败感真是欲罢不能。",2014,8.9,917075,韦斯·安德森,韦斯·安德森 / 雨果·吉尼斯 / 斯蒂芬·茨威格,拉尔夫·费因斯 / 托尼·雷沃罗利 / 艾德里安·布洛迪 / 威廉·达福 / 裘德·洛 / 爱德华·诺顿 / 西尔莎·罗南 / 蒂尔达·斯文顿 / 比尔·默瑞 / 蕾雅·赛杜 / 欧文·威尔逊 / 詹森·舒瓦兹曼 / 马修·阿马立克 / F·默里·亚伯拉罕 / 汤姆·威尔金森 / 杰夫·高布伦 / 哈威·凯特尔,剧情 / 喜剧 / 冒险,www.grandbudapesthotel.com,美国 / 德国 / 英国,英语 / 法语 / 德语,2014-02-06(柏林电影节) / 2014-03-28(美国)
布达佩斯大饭店,力荐,1.0,连看三遍，直接在我心坎上跳起了和狐狸爸爸节奏一样的踢踏舞。,2014,8.9,917075,韦斯·安德森,韦斯·安德森 / 雨果·吉尼斯 / 斯蒂芬·茨威格,拉尔夫·费因斯 / 托尼·雷沃罗利 / 艾德里安·布洛迪 / 威廉·达福 / 裘德·洛 / 爱德华·诺顿 / 西尔莎·罗南 / 蒂尔达·斯文顿 / 比尔·默瑞 / 蕾雅·赛杜 / 欧文·威尔逊 / 詹森·舒瓦兹曼 / 马修·阿马立克 / F·默里·亚伯拉罕 / 汤姆·威尔金森 / 杰夫·高布伦 / 哈威·凯特尔,剧情 / 喜剧 / 冒险,www.grandbudapesthotel.com,美国 / 德国 / 英国,英语 / 法语 / 德语,2014-02-06(柏林电影节) / 2014-03-28(美国)
布达佩斯大饭店,力荐,1.0,对于这么棒的摄影和美术的片子，不管情节如何，一定5星。何况这部片子的情节已经很棒了。,2014,8.9,917075,韦斯·安德森,韦斯·安德森 / 雨果·吉尼斯 / 斯蒂芬·茨威格,拉尔夫·费因斯 / 托尼·雷沃罗利 / 艾德里安·布洛迪 / 威廉·达福 / 裘德·洛 / 爱德华·诺顿 / 西尔莎·罗南 / 蒂尔达·斯文顿 / 比尔·默瑞 / 蕾雅·赛杜 / 欧文·威尔逊 / 詹森·舒瓦兹曼 / 马修·阿马立克 / F·默里·亚伯拉罕 / 汤姆·威尔金森 / 杰夫·高布伦 / 哈威·凯特尔,剧情 / 喜剧 / 冒险,www.grandbudapesthotel.com,美国 / 德国 / 英国,英语 / 法语 / 德语,2014-02-06(柏林电影节) / 2014-03-28(美国)
布达佩斯大饭店,力荐,1.0,好想做Wes Anderson电影里的人啊，他们好像永远不会穿错衣服。,2014,8.9,917075,韦斯·安德森,韦斯·安德森 / 雨果·吉尼斯 / 斯蒂芬·茨威格,拉尔夫·费因斯 / 托尼·雷沃罗利 / 艾德里安·布洛迪 / 威廉·达福 / 裘德·洛 / 爱德华·诺顿 / 西尔莎·罗南 / 蒂尔达·斯文顿 / 比尔·默瑞 / 蕾雅·赛杜 / 欧文·威尔逊 / 詹森·舒瓦兹曼 / 马修·阿马立克 / F·默里·亚伯拉罕 / 汤姆·威尔金森 / 杰夫·高布伦 / 哈威·凯特尔,剧情 / 喜剧 / 冒险,www.grandbudapesthotel.com,美国 / 德国 / 英国,英语 / 法语 / 德语,2014-02-06(柏林电影节) / 2014-03-28(美国)
蝴蝶效应,力荐,1.0,每一次的选择已经是最好的选择了。改变未必是优化。,2004,8.9,924641,埃里克·布雷斯 / J·麦基·格鲁伯,J·麦基·格鲁伯 / 埃里克·布雷斯,阿什顿·库彻 / 梅洛拉·沃尔特斯 / 艾米·斯马特 / 埃尔登·汉森 / 威廉姆·李·斯科特 / 约翰·帕特里克·阿梅多利 / 艾琳·戈洛瓦娅 / 凯文·G·施密特 / 杰西·詹姆斯 / 罗根·勒曼 / 莎拉·威多斯 / 杰克·凯斯 / 卡梅隆·布莱特 / 埃里克·斯托尔兹 / 考乐姆·吉斯·雷尼 / 凯文·杜兰,剧情 / 科幻 / 悬疑 / 惊悚,美国 / 加拿大,英语,2004-01-23(美国),113分钟 / 120分钟(导演剪辑版)
蝴蝶效应,力荐,1.0,蝴蝶与其他科幻电影的不同之处就是，即使男主拥有超能力，也是个俗人。导演留下的种种细节都昭示着他自私、自大、逃避性、贪图享乐的特征。譬如埃文真的那么爱凯利，为什么7年一个电话也不打给她。又譬如与女主弟弟厮打为何非要置于死地。他身上有着太多真实人类的劣根性。这种超能力换作任何一个现实的人都无法把握。不存在没有私心和私欲的人。你不要觉得埃文无脑，笨，懦弱，这才是真实的辛酸。谁也不是完美的超能力者，你更改因，就要承担果。埃文在一遍遍回到过去，他父亲同样也在一遍遍改变埃文胎死腹中的未来。这就是认清现实的重要性。水满则溢，月盈则亏。人生永远存在遗憾。,2004,8.9,924641,埃里克·布雷斯 / J·麦基·格鲁伯,J·麦基·格鲁伯 / 埃里克·布雷斯,阿什顿·库彻 / 梅洛拉·沃尔特斯 / 艾米·斯马特 / 埃尔登·汉森 / 威廉姆·李·斯科特 / 约翰·帕特里克·阿梅多利 / 艾琳·戈洛瓦娅 / 凯文·G·施密特 / 杰西·詹姆斯 / 罗根·勒曼 / 莎拉·威多斯 / 杰克·凯斯 / 卡梅隆·布莱特 / 埃里克·斯托尔兹 / 考乐姆·吉斯·雷尼 / 凯文·杜兰,剧情 / 科幻 / 悬疑 / 惊悚,美国 / 加拿大,英语,2004-01-23(美国),113分钟 / 120分钟(导演剪辑版)
蝴蝶效应,力荐,1.0,我看的版本是导演剪辑，他让自己死在个子宫里，其他人幸福生活。这里有2个错误，如果他死在子宫里，后面别人幸福生活的影像该剪掉，因为我们的视角人物死了，怎么知道后面的，如果他死了，和他好好活着残疾了，另外人幸福生活是一样的。更偏向于第二个结局，或者第三个。第二个让人难过，第三个美满。,2004,8.9,924641,埃里克·布雷斯 / J·麦基·格鲁伯,J·麦基·格鲁伯 / 埃里克·布雷斯,阿什顿·库彻 / 梅洛拉·沃尔特斯 / 艾米·斯马特 / 埃尔登·汉森 / 威廉姆·李·斯科特 / 约翰·帕特里克·阿梅多利 / 艾琳·戈洛瓦娅 / 凯文·G·施密特 / 杰西·詹姆斯 / 罗根·勒曼 / 莎拉·威多斯 / 杰克·凯斯 / 卡梅隆·布莱特 / 埃里克·斯托尔兹 / 考乐姆·吉斯·雷尼 / 凯文·杜兰,剧情 / 科幻 / 悬疑 / 惊悚,美国 / 加拿大,英语,2004-01-23(美国),113分钟 / 120分钟(导演剪辑版)
蝴蝶效应,力荐,1.0,我只想说一句，这个影片太棒了！2、3我都会去看的。,2004,8.9,924641,埃里克·布雷斯 / J·麦基·格鲁伯,J·麦基·格鲁伯 / 埃里克·布雷斯,阿什顿·库彻 / 梅洛拉·沃尔特斯 / 艾米·斯马特 / 埃尔登·汉森 / 威廉姆·李·斯科特 / 约翰·帕特里克·阿梅多利 / 艾琳·戈洛瓦娅 / 凯文·G·施密特 / 杰西·詹姆斯 / 罗根·勒曼 / 莎拉·威多斯 / 杰克·凯斯 / 卡梅隆·布莱特 / 埃里克·斯托尔兹 / 考乐姆·吉斯·雷尼 / 凯文·杜兰,剧情 / 科幻 / 悬疑 / 惊悚,美国 / 加拿大,英语,2004-01-23(美国),113分钟 / 120分钟(导演剪辑版)
致命魔术,力荐,1.0,情节的魔术、细节的魔术、观看的魔术、电影的魔术,2006,8.9,845440,克里斯托弗·诺兰,乔纳森·诺兰 / 克里斯托弗·诺兰 / 克里斯托弗·普瑞丝特,休·杰克曼 / 克里斯蒂安·贝尔 / 迈克尔·凯恩 / 丽贝卡·豪尔 / 斯嘉丽·约翰逊 / 大卫·鲍伊 / 安迪·瑟金斯 / 派珀·佩拉博 / 萨曼塔·马霍林 / 丹尼尔·戴维斯 / 吉姆·皮多克 / 克里斯托弗·尼姆 / 马克·瑞安 / 罗杰·里斯 / 杰米·哈里斯 / 罗恩·帕金斯 / 瑞奇·杰 / 安东尼·德·马克 / 冀朝理,剧情 / 悬疑 / 惊悚,英国 / 美国,英语,2006-10-17(罗马电影节) / 2006-10-20(美国),130分钟
致命魔术,力荐,1.0,最喜欢这种有质感有特色的时代片。节奏悬念剪辑摄影个个都很出色，就是莫名其妙的超自然元素让我觉得很违和，不然就是神片了,2006,8.9,845440,克里斯托弗·诺兰,乔纳森·诺兰 / 克里斯托弗·诺兰 / 克里斯托弗·普瑞丝特,休·杰克曼 / 克里斯蒂安·贝尔 / 迈克尔·凯恩 / 丽贝卡·豪尔 / 斯嘉丽·约翰逊 / 大卫·鲍伊 / 安迪·瑟金斯 / 派珀·佩拉博 / 萨曼塔·马霍林 / 丹尼尔·戴维斯 / 吉姆·皮多克 / 克里斯托弗·尼姆 / 马克·瑞安 / 罗杰·里斯 / 杰米·哈里斯 / 罗恩·帕金斯 / 瑞奇·杰 / 安东尼·德·马克 / 冀朝理,剧情 / 悬疑 / 惊悚,英国 / 美国,英语,2006-10-17(罗马电影节) / 2006-10-20(美国),130分钟
致命魔术,力荐,1.0,为了活成想要的样子，我每天杀死自己，好几百次。,2006,8.9,845440,克里斯托弗·诺兰,乔纳森·诺兰 / 克里斯托弗·诺兰 / 克里斯托弗·普瑞丝特,休·杰克曼 / 克里斯蒂安·贝尔 / 迈克尔·凯恩 / 丽贝卡·豪尔 / 斯嘉丽·约翰逊 / 大卫·鲍伊 / 安迪·瑟金斯 / 派珀·佩拉博 / 萨曼塔·马霍林 / 丹尼尔·戴维斯 / 吉姆·皮多克 / 克里斯托弗·尼姆 / 马克·瑞安 / 罗杰·里斯 / 杰米·哈里斯 / 罗恩·帕金斯 / 瑞奇·杰 / 安东尼·德·马克 / 冀朝理,剧情 / 悬疑 / 惊悚,英国 / 美国,英语,2006-10-17(罗马电影节) / 2006-10-20(美国),130分钟
致命魔术,力荐,1.0,孪生蝙蝠侠大战克隆金刚狼。,2006,8.9,845440,克里斯托弗·诺兰,乔纳森·诺兰 / 克里斯托弗·诺兰 / 克里斯托弗·普瑞丝特,休·杰克曼 / 克里斯蒂安·贝尔 / 迈克尔·凯恩 / 丽贝卡·豪尔 / 斯嘉丽·约翰逊 / 大卫·鲍伊 / 安迪·瑟金斯 / 派珀·佩拉博 / 萨曼塔·马霍林 / 丹尼尔·戴维斯 / 吉姆·皮多克 / 克里斯托弗·尼姆 / 马克·瑞安 / 罗杰·里斯 / 杰米·哈里斯 / 罗恩·帕金斯 / 瑞奇·杰 / 安东尼·德·马克 / 冀朝理,剧情 / 悬疑 / 惊悚,英国 / 美国,英语,2006-10-17(罗马电影节) / 2006-10-20(美国),130分钟
致命魔术,力荐,1.0,狂热的自我泯灭与互相杀戮,2006,8.9,845440,克里斯托弗·诺兰,乔纳森·诺兰 / 克里斯托弗·诺兰 / 克里斯托弗·普瑞丝特,休·杰克曼 / 克里斯蒂安·贝尔 / 迈克尔·凯恩 / 丽贝卡·豪尔 / 斯嘉丽·约翰逊 / 大卫·鲍伊 / 安迪·瑟金斯 / 派珀·佩拉博 / 萨曼塔·马霍林 / 丹尼尔·戴维斯 / 吉姆·皮多克 / 克里斯托弗·尼姆 / 马克·瑞安 / 罗杰·里斯 / 杰米·哈里斯 / 罗恩·帕金斯 / 瑞奇·杰 / 安东尼·德·马克 / 冀朝理,剧情 / 悬疑 / 惊悚,英国 / 美国,英语,2006-10-17(罗马电影节) / 2006-10-20(美国),130分钟
致命魔术,力荐,1.0,不断复制的人生注定平庸，但面对残酷的人生，多数人选择被愚弄,2006,8.9,845440,克里斯托弗·诺兰,乔纳森·诺兰 / 克里斯托弗·诺兰 / 克里斯托弗·普瑞丝特,休·杰克曼 / 克里斯蒂安·贝尔 / 迈克尔·凯恩 / 丽贝卡·豪尔 / 斯嘉丽·约翰逊 / 大卫·鲍伊 / 安迪·瑟金斯 / 派珀·佩拉博 / 萨曼塔·马霍林 / 丹尼尔·戴维斯 / 吉姆·皮多克 / 克里斯托弗·尼姆 / 马克·瑞安 / 罗杰·里斯 / 杰米·哈里斯 / 罗恩·帕金斯 / 瑞奇·杰 / 安东尼·德·马克 / 冀朝理,剧情 / 悬疑 / 惊悚,英国 / 美国,英语,2006-10-17(罗马电影节) / 2006-10-20(美国),130分钟
